journal_id,signal_date,logged_at,account,sid,name,template,tier,action,ref_close,limit_price,stop_loss,take_profit,position_pct_max,market_regime,in_position,real_entry,real_shares,reason,status,validated_at,fill_date,fill_price,bars_to_fill,exit_date,exit_price,exit_reason,realized_return,hold_days
2026-06-01_6443_universe_BUY,2026-06-01,2026-06-01T22:00:44,universe,6443,元晶,chip_momentum,C,BUY,42.1,,,,0.15,BULL,False,,0,,filled,2026-06-02T21:38:20,2026-06-02,42.65,1.0,,,,,
2026-06-02_3189_Takeshi_SELL,2026-06-02,2026-06-02T21:38:34,Takeshi,3189,景碩,chip_momentum,B,SELL,743.0,,,,0.3,BULL,True,704.5,2,,filled,2026-06-04T04:04:28,2026-06-03,740.0,1.0,,,,,
2026-06-02_2344_Takeshi_SELL,2026-06-02,2026-06-02T21:38:34,Takeshi,2344,華邦電,narrow_range_breakout,B,SELL,184.5,,,,0.3,BULL,True,147.70835833333334,12,,filled,2026-06-04T04:04:28,2026-06-03,188.0,1.0,,,,,
2026-06-02_2344_Katie_SELL,2026-06-02,2026-06-02T21:38:40,Katie,2344,華邦電,narrow_range_breakout,B,SELL,184.5,,,,0.3,BULL,False,,0,,filled,2026-06-04T04:04:28,2026-06-03,188.0,1.0,,,,,
2026-06-02_6515_universe_SELL,2026-06-02,2026-06-02T21:41:42,universe,6515,穎崴,gap_continuation,B,SELL,8080.0,,,,0.3,BULL,False,,0,,filled,2026-06-04T04:04:28,2026-06-03,8290.0,1.0,,,,,
2026-06-02_2344_universe_SELL,2026-06-02,2026-06-02T21:41:42,universe,2344,華邦電,narrow_range_breakout,B,SELL,184.5,,,,0.3,BULL,False,,0,,filled,2026-06-04T04:04:28,2026-06-03,188.0,1.0,,,,,
2026-06-02_3189_universe_SELL,2026-06-02,2026-06-02T21:41:42,universe,3189,景碩,chip_momentum,B,SELL,743.0,,,,0.3,BULL,False,,0,,filled,2026-06-04T04:04:28,2026-06-03,740.0,1.0,,,,,
2026-06-03_1605_universe_BUY,2026-06-03,2026-06-04T04:07:33,universe,1605,華新,atr_band_breakout,C,BUY,42.7,41.04595804602644,,,0.15,BULL,False,,0,,filled,2026-06-06T21:30:57,2026-06-05,41.04595804602644,2.0,,,,,
2026-06-03_3081_universe_BUY,2026-06-03,2026-06-04T04:07:33,universe,3081,聯亞光電,gap_continuation,B,BUY,2830.0,,,,0.3,BULL,False,,0,,filled,2026-06-04T21:36:01,2026-06-04,2700.0,1.0,,,,,
2026-06-03_1503_universe_SELL,2026-06-03,2026-06-04T04:07:33,universe,1503,士電,narrow_range_breakout,C,SELL,244.0,,,,0.15,BULL,False,,0,,filled,2026-06-04T21:36:01,2026-06-04,268.0,1.0,,,,,
2026-06-04_4958_Takeshi_SELL,2026-06-04,2026-06-04T21:36:17,Takeshi,4958,臻鼎-KY,gap_continuation,C,SELL,492.5,,,,0.15,BULL,False,,0,,filled,2026-06-06T21:30:57,2026-06-05,480.0,1.0,,,,,
2026-06-04_2369_Takeshi_BUY,2026-06-04,2026-06-04T21:36:17,Takeshi,2369,菱生,low_vol_pullback,C,BUY,35.25,35.835275,,,0.15,BULL,False,,0,,filled,2026-06-06T21:30:57,2026-06-05,35.15,1.0,,,,,
2026-06-04_3189_Takeshi_BUY,2026-06-04,2026-06-04T21:36:18,Takeshi,3189,景碩,chip_momentum,B,BUY,692.0,,,,0.3,BULL,False,,0,,filled,2026-06-06T21:30:58,2026-06-05,662.0,1.0,,,,,
2026-06-04_3037_universe_BUY,2026-06-04,2026-06-04T21:39:28,universe,3037,欣興,narrow_range_breakout,C,BUY,971.0,1005.0,,,0.15,BULL,False,,0,,filled,2026-06-06T21:30:58,2026-06-05,950.0,1.0,,,,,
2026-06-04_4958_universe_SELL,2026-06-04,2026-06-04T21:39:28,universe,4958,臻鼎-KY,gap_continuation,C,SELL,492.5,,,,0.15,BULL,False,,0,,filled,2026-06-06T21:30:58,2026-06-05,480.0,1.0,,,,,
2026-06-04_2369_universe_BUY,2026-06-04,2026-06-04T21:39:28,universe,2369,菱生,low_vol_pullback,C,BUY,35.25,35.835275,,,0.15,BULL,False,,0,,filled,2026-06-06T21:30:58,2026-06-05,35.15,1.0,,,,,
2026-06-04_3189_universe_BUY,2026-06-04,2026-06-04T21:39:28,universe,3189,景碩,chip_momentum,B,BUY,692.0,,,,0.3,BULL,False,,0,,filled,2026-06-06T21:30:58,2026-06-05,662.0,1.0,,,,,
2026-06-04_1503_universe_BUY,2026-06-04,2026-06-04T21:39:28,universe,1503,士電,narrow_range_breakout,C,BUY,268.0,268.0,,,0.15,BULL,False,,0,,filled,2026-06-06T21:30:58,2026-06-05,268.0,1.0,,,,,
2026-06-04_2014_universe_BUY,2026-06-04,2026-06-04T21:39:28,universe,2014,中鴻,inside_day_breakout,C,BUY,18.7,19.2,,,0.15,BULL,False,,0,,filled,2026-06-06T21:30:58,2026-06-05,18.75,1.0,,,,,
2026-06-04_1717_universe_BUY,2026-06-04,2026-06-04T21:39:28,universe,1717,長興,three_day_reversal,A,BUY,76.4,76.4,,,0.5,BULL,False,,0,,filled,2026-06-06T21:30:58,2026-06-05,75.3,1.0,,,,,
2026-06-04_3406_universe_SELL,2026-06-04,2026-06-04T21:39:28,universe,3406,玉晶光,narrow_range_breakout,C,SELL,659.0,,,,0.15,BULL,False,,0,,filled,2026-06-06T21:30:58,2026-06-05,658.0,1.0,,,,,
2026-06-04_2367_universe_SELL,2026-06-04,2026-06-04T21:39:28,universe,2367,燿華,style1_pullback,D,SELL,62.0,,,,0.1,BULL,False,,0,ATR停損 stop=62.69,filled,2026-06-06T21:30:58,2026-06-05,61.5,1.0,,,,,
2026-06-05_6770_Takeshi_BUY,2026-06-05,2026-06-06T21:31:15,Takeshi,6770,力積電,low_vol_pullback,B,BUY,74.6,78.77430000000001,,,0.3,BULL,False,,0,,filled,2026-06-08T21:39:19,2026-06-08,67.2,1.0,,,,,
2026-06-05_2317_Takeshi_SELL,2026-06-05,2026-06-06T21:31:15,Takeshi,2317,鴻海,gap_continuation,A,SELL,284.5,,,,0.5,BULL,True,253.9,10,,filled,2026-06-08T21:39:19,2026-06-08,257.5,1.0,,,,,
2026-06-05_2344_Takeshi_BUY,2026-06-05,2026-06-06T21:31:15,Takeshi,2344,華邦電,narrow_range_breakout,B,BUY,162.0,172.5,,,0.3,BULL,True,168.1429,5,,filled,2026-06-08T21:39:19,2026-06-08,146.0,1.0,,,,,
2026-06-05_2344_Katie_BUY,2026-06-05,2026-06-06T21:31:21,Katie,2344,華邦電,narrow_range_breakout,B,BUY,162.0,172.5,,,0.3,BULL,False,,0,,filled,2026-06-08T21:39:19,2026-06-08,146.0,1.0,,,,,
2026-06-05_2317_universe_SELL,2026-06-05,2026-06-06T21:34:29,universe,2317,鴻海,gap_continuation,A,SELL,284.5,,,,0.5,BULL,False,,0,,filled,2026-06-08T21:39:19,2026-06-08,257.5,1.0,,,,,
2026-06-05_2344_universe_BUY,2026-06-05,2026-06-06T21:34:30,universe,2344,華邦電,narrow_range_breakout,B,BUY,162.0,172.5,,,0.3,BULL,False,,0,,filled,2026-06-08T21:39:19,2026-06-08,146.0,1.0,,,,,
2026-06-05_6770_universe_BUY,2026-06-05,2026-06-06T21:34:30,universe,6770,力積電,low_vol_pullback,B,BUY,74.6,78.77430000000001,,,0.3,BULL,False,,0,,filled,2026-06-08T21:39:19,2026-06-08,67.2,1.0,,,,,
2026-06-05_1605_universe_SELL,2026-06-05,2026-06-06T21:34:30,universe,1605,華新,atr_band_breakout,C,SELL,39.55,,,,0.15,BULL,False,,0,,filled,2026-06-08T21:39:19,2026-06-08,35.65,1.0,,,,,
2026-06-05_2855_universe_SELL,2026-06-05,2026-06-06T21:34:30,universe,2855,統一證,ensemble_dual_momentum,C,SELL,59.1,,,,0.15,BULL,False,,0,,filled,2026-06-08T21:39:19,2026-06-08,54.5,1.0,,,,,
2026-06-08_1303_Takeshi_SELL,2026-06-08,2026-06-08T21:39:34,Takeshi,1303,南亞,gap_continuation,A,SELL,97.5,,,,0.5,BULL,False,,0,,filled,2026-06-09T21:55:54,2026-06-09,100.0,1.0,,,,,
2026-06-08_2337_Takeshi_BUY,2026-06-08,2026-06-08T21:39:34,Takeshi,2337,旺宏,low_vol_pullback,C,BUY,143.5,154.95749999999998,,,0.15,BULL,True,152.72222222222223,18,,filled,2026-06-09T21:55:54,2026-06-09,148.0,1.0,,,,,
2026-06-08_6213_Takeshi_BUY,2026-06-08,2026-06-08T21:39:34,Takeshi,6213,聯茂,low_vol_pullback,C,BUY,243.5,245.79559346704,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:54,2026-06-09,245.79559346704,1.0,,,,,
2026-06-08_3711_universe_BUY,2026-06-08,2026-06-08T21:42:45,universe,3711,日月光投控,low_vol_pullback,C,BUY,540.0,553.5075,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:54,2026-06-09,545.0,1.0,,,,,
2026-06-08_3231_universe_BUY,2026-06-08,2026-06-08T21:42:45,universe,3231,緯創,three_day_reversal,C,BUY,163.5,163.5,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:54,2026-06-09,163.5,1.0,,,,,
2026-06-08_2353_universe_SELL,2026-06-08,2026-06-08T21:42:45,universe,2353,宏碁,donchian_breakout,C,SELL,35.3,,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:54,2026-06-09,35.4,1.0,,,,,
2026-06-08_2337_universe_BUY,2026-06-08,2026-06-08T21:42:45,universe,2337,旺宏,low_vol_pullback,C,BUY,143.5,154.95749999999998,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:54,2026-06-09,148.0,1.0,,,,,
2026-06-08_1303_universe_SELL,2026-06-08,2026-06-08T21:42:45,universe,1303,南亞,gap_continuation,A,SELL,97.5,,,,0.5,BULL,False,,0,,filled,2026-06-09T21:55:54,2026-06-09,100.0,1.0,,,,,
2026-06-08_2603_universe_BUY,2026-06-08,2026-06-08T21:42:45,universe,2603,長榮,gap_down_revert,C,BUY,224.0,224.0,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:54,2026-06-09,224.0,1.0,,,,,
2026-06-08_2618_universe_SELL,2026-06-08,2026-06-08T21:42:45,universe,2618,長榮航,keltner_breakout,C,SELL,36.4,,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:54,2026-06-09,36.35,1.0,,,,,
2026-06-08_6182_universe_BUY,2026-06-08,2026-06-08T21:42:45,universe,6182,合晶,mean_reversion,B,BUY,80.0,83.59868956765494,,,0.3,BULL,False,,0,,filled,2026-06-09T21:55:55,2026-06-09,83.0,1.0,,,,,
2026-06-08_6213_universe_BUY,2026-06-08,2026-06-08T21:42:45,universe,6213,聯茂,low_vol_pullback,C,BUY,243.5,245.79559346704,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:55,2026-06-09,245.79559346704,1.0,,,,,
2026-06-08_6531_universe_BUY,2026-06-08,2026-06-08T21:42:45,universe,6531,愛普,low_vol_pullback,C,BUY,909.0,925.60487954835,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:55,2026-06-09,921.0,1.0,,,,,
2026-06-08_1582_universe_SELL,2026-06-08,2026-06-08T21:42:46,universe,1582,信邦,keltner_breakout,C,SELL,98.7,,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:55,2026-06-09,96.0,1.0,,,,,
2026-06-08_3481_universe_BUY,2026-06-08,2026-06-08T21:42:46,universe,3481,群創,deep_dip_long_hold,C,BUY,48.35,48.35,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:55,2026-06-09,48.35,1.0,,,,,
2026-06-08_1503_universe_SELL,2026-06-08,2026-06-08T21:42:46,universe,1503,士電,narrow_range_breakout,C,SELL,230.0,,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:55,2026-06-09,232.0,1.0,,,,,
2026-06-08_2014_universe_SELL,2026-06-08,2026-06-08T21:42:46,universe,2014,中鴻,inside_day_breakout,C,SELL,17.65,,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:55,2026-06-09,17.65,1.0,,,,,
2026-06-08_3036_universe_BUY,2026-06-08,2026-06-08T21:42:46,universe,3036,文曄,ensemble_oversold_vote,A,BUY,250.0,250.0,,,0.5,BULL,False,,0,,filled,2026-06-09T21:55:55,2026-06-09,250.0,1.0,,,,,
2026-06-08_3702_universe_BUY,2026-06-08,2026-06-08T21:42:46,universe,3702,大聯大,low_vol_pullback,B,BUY,108.0,112.54877744304608,,,0.3,BULL,False,,0,,filled,2026-06-09T21:55:55,2026-06-09,109.5,1.0,,,,,
2026-06-08_2354_universe_BUY,2026-06-08,2026-06-08T21:42:46,universe,2354,鴻準,three_day_reversal,C,BUY,56.4,56.4,,,0.15,BULL,False,,0,,filled,2026-06-11T01:02:38,2026-06-10,56.4,2.0,,,,,
2026-06-08_2855_universe_BUY,2026-06-08,2026-06-08T21:42:46,universe,2855,統一證,ensemble_dual_momentum,C,BUY,53.2,53.2,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:55,2026-06-09,53.2,1.0,,,,,
2026-06-08_6526_universe_SELL,2026-06-08,2026-06-08T21:42:46,universe,6526,達發,narrow_range_breakout,C,SELL,627.0,,,,0.15,BULL,False,,0,,filled,2026-06-09T21:55:55,2026-06-09,632.0,1.0,,,,,
2026-06-09_4958_Takeshi_BUY,2026-06-09,2026-06-09T21:56:10,Takeshi,4958,臻鼎-KY,gap_continuation,C,BUY,545.0,,,,0.15,BULL,False,,0,,filled,2026-06-11T01:02:38,2026-06-10,531.0,1.0,,,,,
2026-06-09_2360_universe_SELL,2026-06-09,2026-06-09T21:59:16,universe,2360,致茂,ensemble_dual_momentum,B,SELL,2390.0,,,,0.3,BULL,False,,0,,filled,2026-06-11T01:02:38,2026-06-10,2330.0,1.0,,,,,
2026-06-09_4958_universe_BUY,2026-06-09,2026-06-09T21:59:16,universe,4958,臻鼎-KY,gap_continuation,C,BUY,545.0,,,,0.15,BULL,False,,0,,filled,2026-06-11T01:02:39,2026-06-10,531.0,1.0,,,,,
2026-06-09_3406_universe_BUY,2026-06-09,2026-06-09T21:59:16,universe,3406,玉晶光,narrow_range_breakout,C,BUY,719.0,719.0,,,0.15,BULL,False,,0,,filled,2026-06-11T01:02:39,2026-06-10,719.0,1.0,,,,,
2026-06-09_5274_universe_BUY,2026-06-09,2026-06-09T21:59:16,universe,5274,信驊,chip_momentum,S,BUY,17855.0,,,,1.0,BULL,False,,0,,filled,2026-06-11T01:02:39,2026-06-10,17460.0,1.0,,,,,
2026-06-10_1326_Takeshi_BUY,2026-06-10,2026-06-11T01:02:55,Takeshi,1326,台化,low_vol_pullback,B,BUY,46.2,46.6182,,,0.3,BULL,False,,0,,filled,2026-06-11T22:06:04,2026-06-11,46.3,1.0,,,,,
2026-06-10_2303_Takeshi_BUY,2026-06-10,2026-06-11T01:02:55,Takeshi,2303,聯電,ensemble_dip_vote,A,BUY,118.5,118.5,,,0.5,BULL,True,81.35,20,,filled,2026-06-11T22:06:04,2026-06-11,118.5,1.0,,,,,
2026-06-10_2330_Katie_SELL,2026-06-10,2026-06-11T01:03:01,Katie,2330,台積電,gap_continuation,C,SELL,2255.0,,,,0.15,BULL,False,,0,,filled,2026-06-11T22:06:04,2026-06-11,2240.0,1.0,,,,,
2026-06-10_2303_Katie_BUY,2026-06-10,2026-06-11T01:03:01,Katie,2303,聯電,ensemble_dip_vote,A,BUY,118.5,118.5,,,0.5,BULL,False,,0,,filled,2026-06-11T22:06:04,2026-06-11,118.5,1.0,,,,,
2026-06-10_2426_Katie_SELL,2026-06-10,2026-06-11T01:03:01,Katie,2426,鼎元,double_pullback,B,SELL,61.4,,,,0.3,BULL,False,,0,,filled,2026-06-11T22:06:05,2026-06-11,60.1,1.0,,,,,
2026-06-10_1560_Katie_BUY,2026-06-10,2026-06-11T01:03:01,Katie,1560,中砂,mean_reversion,C,BUY,609.0,648.5174999999999,,,0.15,BULL,False,,0,,filled,2026-06-11T22:06:05,2026-06-11,609.0,1.0,,,,,
2026-06-10_2330_universe_SELL,2026-06-10,2026-06-11T01:06:05,universe,2330,台積電,gap_continuation,C,SELL,2255.0,,,,0.15,BULL,False,,0,,filled,2026-06-11T22:06:05,2026-06-11,2240.0,1.0,,,,,
2026-06-10_2303_universe_BUY,2026-06-10,2026-06-11T01:06:05,universe,2303,聯電,ensemble_dip_vote,A,BUY,118.5,118.5,,,0.5,BULL,False,,0,,filled,2026-06-11T22:06:05,2026-06-11,118.5,1.0,,,,,
2026-06-10_2426_universe_SELL,2026-06-10,2026-06-11T01:06:05,universe,2426,鼎元,double_pullback,B,SELL,61.4,,,,0.3,BULL,False,,0,,filled,2026-06-11T22:06:05,2026-06-11,60.1,1.0,,,,,
2026-06-10_1560_universe_BUY,2026-06-10,2026-06-11T01:06:05,universe,1560,中砂,mean_reversion,C,BUY,609.0,648.5174999999999,,,0.15,BULL,False,,0,,filled,2026-06-11T22:06:05,2026-06-11,609.0,1.0,,,,,
2026-06-10_5347_universe_BUY,2026-06-10,2026-06-11T01:06:05,universe,5347,世界先進,vwap_revert,C,BUY,152.5,153.9392791029559,,,0.15,BULL,False,,0,,filled,2026-06-11T22:06:05,2026-06-11,153.0,1.0,,,,,
2026-06-10_1326_universe_BUY,2026-06-10,2026-06-11T01:06:05,universe,1326,台化,low_vol_pullback,B,BUY,46.2,46.6182,,,0.3,BULL,False,,0,,filled,2026-06-11T22:06:05,2026-06-11,46.3,1.0,,,,,
2026-06-10_3081_universe_SELL,2026-06-10,2026-06-11T01:06:05,universe,3081,聯亞光電,gap_continuation,B,SELL,2245.0,,,,0.3,BULL,False,,0,,filled,2026-06-11T22:06:05,2026-06-11,2155.0,1.0,,,,,
2026-06-10_3014_universe_BUY,2026-06-10,2026-06-11T01:06:05,universe,3014,聯陽,chip_momentum,C,BUY,136.5,,,,0.15,BULL,False,,0,,filled,2026-06-11T22:06:05,2026-06-11,135.0,1.0,,,,,
2026-06-11_2303_Takeshi_SELL,2026-06-11,2026-06-11T22:06:21,Takeshi,2303,聯電,ensemble_dip_vote,A,SELL,125.0,,,,0.5,BULL,True,81.35,20,,pending,,,,,,,,,
2026-06-11_2303_Katie_SELL,2026-06-11,2026-06-11T22:06:27,Katie,2303,聯電,ensemble_dip_vote,A,SELL,125.0,,,,0.5,BULL,False,,0,,pending,,,,,,,,,
2026-06-11_2426_Katie_BUY,2026-06-11,2026-06-11T22:06:27,Katie,2426,鼎元,double_pullback,B,BUY,66.3,66.3,,,0.3,BULL,False,,0,,pending,,,,,,,,,
2026-06-11_2303_universe_SELL,2026-06-11,2026-06-11T22:09:29,universe,2303,聯電,ensemble_dip_vote,A,SELL,125.0,,,,0.5,BULL,False,,0,,pending,,,,,,,,,
2026-06-11_2308_universe_BUY,2026-06-11,2026-06-11T22:09:29,universe,2308,台達電,ensemble_dip_or_bounce,B,BUY,2160.0,2160.0,,,0.3,BULL,False,,0,,pending,,,,,,,,,
2026-06-11_2426_universe_BUY,2026-06-11,2026-06-11T22:09:29,universe,2426,鼎元,double_pullback,B,BUY,66.3,66.3,,,0.3,BULL,False,,0,,pending,,,,,,,,,
2026-06-11_6830_universe_BUY,2026-06-11,2026-06-11T22:09:29,universe,6830,汎銓,style1_pullback,—,BUY,515.0,,,,0.0,BULL,False,,0,回檔進場 RSI=33.3,pending,,,,,,,,,
